LIN28B_CB2_rRNA	LIN28B_CB2	PURA_abcam_trim	PURA_bethyl_trim
11	2	3	0
63	8	0	15
7	7	0	3
4	3	5	4
1	1	1	1
5	5	0	0
21	6	0	0
19	5	0	0
34	5	0	1
0	0	1	0
0	0	3	0
0	0	6	0
5	5	1	21
0	0	1	0
34	11	0	6
0	0	1	0
0	0	1	0
7	7	0	0
15	6	0	0
39	37	0	19
123	22	0	5
15	5	0	1
57	25	0	14
37	11	0	1
1	1	1	0
12	5	0	0
24	18	0	1
25	4	0	4
0	0	1	0
4	4	0	51
51	36	0	3
11	6	0	0
33	25	0	0
10	10	0	0
45	39	0	0
98	29	0	0
170	46	0	0
332	116	0	2
44	30	0	3
12	5	0	0
7	7	0	0
41	7	0	6
6	6	0	0
16	2	0	0
23	23	0	28
116	36	0	46
46	46	0	42
142	56	0	19
489	115	1	55
113	18	0	4
7	7	0	0
0	0	1	0
0	0	1	0
16	0	1	3
12	5	0	4
25	7	0	1
110	3	1	0
37	14	0	0
40	13	0	2
18	12	0	7
40	32	0	8
8	8	0	2
36	6	0	0
125	102	0	25
30	21	0	2
28	16	0	3
16	13	0	6
103	103	0	10
56	34	0	5
118	11	0	0
106	20	0	0
202	17	0	0
4	4	0	0
0	0	1	0
8	8	0	15
53	15	0	20
1	1	1	4
0	0	1	1
41	18	0	9
56	3	0	8
145	50	0	59
1	1	1	3
60	34	1	395
0	0	0	0
4	4	1	1
0	0	1	0
70	32	1	102
21	19	0	45
0	0	1	0
21	8	0	1
95	30	0	9
32	5	0	3
1	0	1	0
0	0	1	0
13	6	0	6
5	5	0	5
5	5	0	0
7	7	0	5
1	1	0	0
24	3	0	0
201	77	0	0
0	0	1	0
17	6	0	0
112	28	2	2
28	8	0	0
792	64	2	28
8	8	0	1
89	28	0	3
49	14	0	6
492	144	2	3
0	0	1	0
17	4	0	0
76	52	0	1
6	6	0	0
56	13	0	10
18	7	0	4
21	21	0	30
51	12	0	15
13	5	0	1
77	29	0	15
59	16	1	7
12	8	3	4
8	8	0	9
72	30	0	49
3	3	2	0
0	0	1	0
7	4	0	0
37	7	0	1
6	4	0	0
0	0	1	0
152	38	0	9
23	21	0	1
444	126	0	73
17	17	0	0
491	130	0	4
25	19	0	0
202	18	0	0
0	0	1	0
21	16	0	10
10	10	1	1
33	10	0	0
7	7	0	0
0	0	1	0
34	5	0	5
23	10	0	3
23	8	0	10
0	0	1	0
25	6	0	7
689	51	0	57
26	20	0	32
10	10	0	19
78	22	0	0
41	12	0	1
55	23	0	5
14	3	0	1
142	84	0	16
38	35	0	3
31	12	0	0
108	43	0	6
159	137	1	2
9	3	1	0
57	36	0	7
82	9	0	2
53	1	0	4
54	54	0	0
8	8	0	0
24	18	0	1
0	0	1	1
12	3	0	0
14	9	0	1
0	0	1	0
30	13	0	6
7	7	0	0
10	10	1	2
26	12	0	2
0	0	1	0
18	11	0	0
7	7	0	0
0	0	1	0
0	0	2	0
92	49	1	174
17	17	0	41
412	283	3	337
21	21	0	5
3	1	0	0
15	9	0	0
74	22	2	8
168	67	0	12
21	8	0	2
216	92	0	5
5	2	0	0
848	144	0	28
2	2	0	0
0	0	1	0
11	5	0	1
5	5	0	8
9	9	0	4
8	8	0	7
10	9	0	3
0	0	1	0
0	0	2	0
34	20	0	21
201	13	1	4
13	3	0	28
0	0	1	1
0	0	2	0
12	12	0	0
70	5	0	0
10	10	0	0
0	0	1	0
4	4	1	0
3	2	0	0
30	21	0	4
59	3	0	0
49	4	0	0
99	81	0	30
45	33	1	7
85	43	0	13
27	17	0	11
40	21	0	4
38	29	0	5
159	113	0	39
45	31	0	19
57	21	0	3
0	0	1	2
15	8	2	1
61	10	0	2
50	28	0	6
61	7	0	2
0	0	1	5
0	0	1	0
0	0	1	0
244	101	0	1
0	0	1	0
0	0	1	2
0	0	1	0
30	3	0	0
18	5	0	1
0	0	1	0
0	0	1	0
130	72	0	1
0	0	2	0
0	0	1	0
25	16	0	19
205	147	0	28
40	16	0	3
20	1	0	0
0	0	2	0
22	9	0	8
56	7	0	0
845	341	0	342
0	0	1	0
73	30	0	12
34	10	0	1
34	2	0	0
4	4	0	1
12	12	0	5
374	125	0	47
62	36	0	14
139	7	0	2
12	6	0	2
7	7	0	12
0	0	1	0
17	17	0	12
0	0	2	0
1	0	2	0
0	0	1	0
22	3	0	0
23	22	0	4
1794	499	0	121
37	12	0	1
8	8	0	1
1803	1480	1	393
1403	1148	1	239
47	17	0	0
36	35	2	9
7	7	0	0
135	58	0	11
19	8	0	0
6	6	0	0
119	81	0	3
43	2	0	2
29	3	0	0
31	11	0	1
378	45	0	36
23	5	0	1
91	47	0	13
17	11	0	2
66	24	0	9
0	0	1	0
0	0	2	0
2	0	9	1
0	0	1	0
0	0	1	0
0	0	1	0
17	9	0	1
5	5	0	0
49	5	0	0
9	9	0	0
57	6	0	0
7	7	0	1
0	0	1	0
1	1	1	0
27	6	0	0
17	10	0	22
15	15	0	17
16	11	0	16
22	16	0	5
484	157	0	69
0	0	1	0
12	6	0	5
1	1	2	3
0	0	2	0
0	0	1	0
0	0	1	0
0	0	1	0
2	2	5	0
0	0	1	0
0	0	1	0
0	0	2	0
0	0	1	1
0	0	1	0
0	0	1	0
15	3	0	0
30	14	0	0
14	7	0	3
10	9	0	2
50	45	0	6
0	0	1	1
69	3	0	0
0	0	1	0
94	33	0	4
27	5	0	0
34	7	0	0
62	19	0	0
91	48	0	3
193	49	0	7
80	21	0	1
5464	392	1	43
5	5	0	3
0	0	2	0
0	0	1	0
7	5	0	5
73	0	0	3
32	18	0	1
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
10	10	0	0
23	20	0	3
14	10	0	1
63	27	0	5
42	13	0	2
18	4	0	1
44	22	0	5
13	11	0	1
12	12	0	5
51	8	0	3
10	4	0	9
22	9	0	9
78	10	0	6
27	20	0	6
116	29	0	18
26	15	0	18
0	0	4	0
43	17	0	4
19	2	0	0
12	0	1	0
172	113	1	25
306	84	1	18
7	5	0	1
415	53	0	6
5	5	0	4
32	8	0	4
57	13	0	0
38	2	0	0
362	105	0	44
105	16	0	2
24	14	0	13
40	25	0	7
950	759	7	294
38	6	0	0
13	6	0	7
2	2	1	2
19	5	0	3
392	353	0	175
217	209	2	177
24	11	0	5
34	31	0	5
64	52	0	29
22	22	0	20
0	0	1	0
5	5	1	1
27	22	0	3
9	9	0	5
36	27	0	17
388	296	0	350
10	6	0	52
8	8	0	21
28	13	0	59
0	0	2	0
0	0	1	0
0	0	1	0
0	0	1	0
13	5	1	3
313	19	0	5
37	7	0	0
89	15	0	2
47	6	0	1
25	20	0	4
7	0	2	1
17	17	0	4
193	70	0	9
38	15	0	6
447	49	0	5
29	13	0	4
21	17	0	0
6	4	0	0
185	50	1	0
282	86	0	4
110	54	0	0
23	16	0	0
34	1	0	0
3149	366	0	1
518	60	0	0
2810	485	1	2
918	180	0	0
510	279	0	1
320	47	0	0
306	69	0	0
54	15	0	0
25	15	0	0
20	17	0	0
50	15	0	0
52	39	0	0
87	72	0	0
14	9	0	0
143	38	0	0
16	10	0	0
163	56	1	0
60	27	0	0
73	42	1	0
76	22	0	0
105	45	0	0
38	8	0	0
30	15	0	0
82	20	0	0
6	4	0	0
78	37	0	0
151	39	0	0
149	43	0	0
164	22	0	0
30	7	0	0
264	148	0	0
74	32	0	0
91	32	0	0
128	65	0	0
24	9	0	0
93	16	1	0
49	29	0	0
9	5	0	0
205	97	0	1
122	77	0	0
57	29	0	0
61	20	0	0
25	7	0	0
35	30	0	0
9	9	1	0
25	13	0	0
150	75	0	0
30	30	0	0
55	8	0	0
14	10	0	0
28	28	2	5
53	35	0	3
219	120	0	81
95	8	0	1
151	81	0	44
87	19	0	9
105	98	0	36
17	6	0	0
35	9	0	1
0	0	1	0
208	121	1	11
94	60	0	2
82	18	0	7
63	43	1	1
549	158	0	6
99	8	0	0
489	381	1	8
301	84	0	0
688	351	0	6
39	20	0	5
58	15	0	0
341	294	0	8
85	15	0	0
440	34	0	1
14	14	0	0
0	0	1	0
16	7	0	2
41	8	0	2
18	18	0	24
0	0	2	0
0	0	1	0
28	3	0	0
10	6	0	0
128	22	0	3
59	37	0	10
71	47	0	0
62	28	0	1
27	17	0	3
18	12	0	6
73	72	0	105
62	4	0	0
12	12	0	9
10	10	0	0
2319	210	0	90
0	0	1	0
27	5	0	11
29	11	0	10
8	8	0	0
57	27	0	1
23	8	0	2
40	0	3	4
26	26	0	2
72	6	0	0
74	33	0	9
32	25	0	3
27	4	0	1
47	20	0	11
505	92	1	12
1	1	1	0
66	25	0	2
77	7	0	2
28	9	0	0
115	99	0	11
225	170	0	70
79	44	0	7
102	86	0	10
90	30	0	1
28	24	0	19
36	8	0	0
13	10	0	1
25	8	0	1
25	8	0	1
0	0	1	0
209	23	0	2
0	0	1	0
24	12	0	0
27	27	0	1
34	9	0	0
86	8	0	0
26	8	0	0
93	12	0	0
39	7	0	0
38	0	0	0
119	61	0	0
30	7	0	0
128	77	0	3
32	8	0	0
147	13	0	0
186	69	0	26
0	0	1	0
57	2	0	2
105	83	0	1
48	31	0	4
72	5	0	0
39	5	0	0
2168	287	0	10
522	322	0	3
12	12	0	0
30	5	0	0
57	9	0	1
117	25	0	2
110	19	0	5
151	105	0	0
150	31	0	0
97	10	0	0
32	6	0	0
62	36	0	0
29	15	0	3
544	209	0	1
188	8	0	0
15	11	0	0
15	15	0	3
432	179	0	0
58	24	0	0
34	24	0	0
56	53	0	0
55	28	0	0
19	14	0	12
38	18	0	1
9	9	0	0
97	12	0	1
160	29	0	5
120	29	0	0
62	12	0	2
17	9	0	0
53	43	0	1
29	29	0	2
6	6	0	0
47	47	0	1
6	6	0	0
9	9	0	1
30	15	0	20
26	5	0	0
1	1	1	0
0	0	1	0
0	0	2	0
0	0	1	0
2	0	1	0
46	3	0	0
11	7	0	1
15	3	0	0
40	18	0	24
261	146	0	130
19	10	0	1
24	13	0	0
297	142	0	10
17	6	0	2
5	5	0	0
30	7	0	1
26	5	0	1
7	7	0	0
2147	127	0	17
114	53	1	3
3	2	0	0
36	7	0	0
5	5	0	0
86	40	0	10
45	11	0	1
10	10	0	0
395	58	0	32
12	2	0	6
11	8	2	1
26	21	0	1
51	16	0	2
36	8	0	0
54	7	0	10
7	7	0	0
73	34	0	3
51	7	0	0
398	114	0	4
12	5	0	0
50	41	3	11
538	51	0	11
31	9	0	0
17	6	0	0
81	81	0	9
21	17	0	2
0	0	1	1
0	0	1	0
55	33	0	18
0	0	1	0
0	0	1	0
0	0	1	0
12	3	1	4
0	0	1	0
0	0	1	0
0	0	1	0
0	0	0	0
0	0	1	0
7	7	0	0
987	742	1	177
26	6	0	0
146	32	0	5
40	8	0	5
22	7	0	8
0	0	1	0
0	0	1	0
0	0	1	0
7	6	0	0
9	9	0	0
0	0	1	0
26	26	0	0
30	17	0	23
24	4	0	1
68	60	0	19
0	0	1	0
1427	415	0	319
34	13	0	2
283	148	0	32
205	34	0	31
105	43	0	21
13	13	0	1
73	62	0	12
48	4	0	1
30	24	0	2
12	9	0	3
39	21	0	16
23	7	0	0
9	9	0	1
1	1	1	0
82	8	0	0
121	10	0	1
190	112	0	2
32	4	0	0
7	6	0	0
182	138	0	3
0	0	1	0
121	46	0	0
16	8	0	0
130	26	0	0
20	2	1	0
11	11	0	0
27	7	0	0
45	7	0	0
21	5	0	0
9	7	0	0
77	43	0	38
0	0	0	0
53	17	0	10
0	0	0	0
0	0	1	3
10	6	0	3
0	0	1	0
0	0	1	0
66	14	0	6
22	18	0	6
2154	217	2	66
185	43	0	2
124	76	0	19
17	6	0	1
22	5	0	0
256	188	0	90
15	15	0	13
30	12	0	3
16	4	0	0
51	5	0	4
0	0	3	1
21	10	0	3
0	0	4	0
47	3	3	10
78	29	0	47
99	12	0	5
12	3	0	0
88	30	0	5
0	0	1	0
38	11	0	3
38	8	0	2
8	8	0	0
48	4	0	0
8	8	0	0
57	1	0	0
33	20	0	0
36	19	0	1
0	0	1	0
10	10	0	0
49	37	0	1
32	13	0	0
8	8	0	4
26	9	0	3
5	4	0	2
15	12	0	10
1	1	0	0
23	7	0	0
253	168	0	6
108	73	1	3
149	79	0	3
27	11	0	1
144	23	0	0
0	0	1	0
12	7	0	0
0	0	1	0
53	43	0	0
206	80	0	1
10	10	0	0
17	9	0	0
32	22	0	1
111	57	0	0
1551	126	0	1
677	30	0	0
11	11	0	3
75	6	0	0
82	42	0	0
22	22	0	0
333	102	0	0
0	0	1	0
10	10	0	0
10	10	0	0
28	8	0	2
73	66	0	28
46	30	1	13
204	15	0	2
36	21	0	0
144	78	0	9
119	23	0	0
45	4	0	0
6	6	0	0
604	496	2	306
15	12	0	16
63	50	0	1
49	47	0	29
116	25	0	19
28	8	0	3
29	6	0	1
10	9	0	4
56	8	0	9
0	0	1	1
14	14	0	11
7	5	0	3
55	42	0	35
50	25	0	4
71	39	1	16
9	9	0	4
143	138	0	96
11	10	0	4
392	49	0	10
53	17	0	29
6	6	0	28
49	18	0	5
18	8	0	17
14	14	1	144
18	0	1	0
47	8	1	42
34	6	0	10
2	0	0	5
58	15	1	57
11	11	2	200
1	1	1	2
237	58	0	619
57	26	1	84
0	0	1	0
460	422	3	1039
61	37	0	213
16	16	0	48
0	0	1	0
0	0	1	0
25	25	0	0
106	27	0	8
10	10	0	7
0	0	1	0
0	0	1	0
1	1	1	0
64	29	0	2
0	0	2	0
0	0	1	0
0	0	1	0
19	4	0	0
0	0	1	0
56	32	0	5
10	10	0	15
50	12	0	5
0	0	1	0
37	11	0	2
27	14	0	3
81	34	0	8
114	89	0	6
33	3	0	4
6	6	0	0
10	8	0	4
23	23	0	0
38	32	0	5
0	0	0	0
16	8	0	5
38	4	0	0
126	38	1	3
32	25	0	7
0	0	1	0
0	0	2	0
0	0	1	0
33	2	1	8
20	14	0	0
240	75	0	9
32	9	0	0
15	6	0	7
117	27	0	15
13	8	0	8
25	5	1	25
11	8	0	3
49	24	0	28
22	9	0	6
263	61	2	115
41	16	0	20
37	23	0	6
26	5	0	3
24	8	0	0
8	8	0	1
165	53	0	41
8	8	0	0
36	15	0	5
28	28	1	34
32	19	0	10
337	190	1	71
121	11	0	4
73	55	0	12
418	369	1	81
34	13	0	0
887	382	2	216
310	272	1	255
31	14	0	28
235	148	0	127
4436	3190	7	833
809	688	2	407
38	6	0	4
190	58	0	14
17	4	0	3
27	11	0	7
24	8	0	4
26	9	0	0
302	64	0	7
36	5	0	0
56	8	0	0
69	15	0	0
144	12	0	6
42	5	0	3
61	21	0	26
59	6	0	0
109	24	0	24
24	16	0	5
0	0	1	0
36	4	0	6
395	29	0	8
50	39	0	6
0	0	1	0
11	11	0	1
0	0	1	0
0	0	1	0
0	0	4	3
0	0	1	0
8	8	0	0
7	7	0	1
34	10	29	25
0	0	1	0
0	0	1	0
25	17	0	0
54	21	0	7
24	7	0	5
269	36	0	11
53	29	0	6
37	16	0	2
9	9	0	0
0	0	1	0
0	0	1	0
0	0	1	0
25	8	2	26
85	10	0	8
30	6	0	5
40	2	0	0
7	7	0	2
25	3	0	6
143	17	0	0
3	3	0	1
0	0	1	0
0	0	1	0
15	15	0	15
11	11	0	11
8	4	0	5
18	3	1	18
153	73	0	2
16	7	0	1
34	13	0	69
19	6	0	0
1	0	1	2
11	7	0	0
32	5	0	0
78	3	0	1
23	9	0	2
89	61	0	6
32	18	0	2
35	6	0	0
35	31	0	3
1	1	1	0
0	0	1	0
364	63	0	33
50	1	0	0
5	5	0	6
1	1	1	3
0	0	1	0
3	3	0	1
22	20	0	0
10	4	0	0
27	8	0	39
8	8	0	16
8	8	0	4
0	0	1	0
0	0	1	0
27	5	0	0
70	15	0	0
0	0	1	0
97	4	0	0
7	7	0	3
73	60	0	55
1	1	1	0
27	6	0	0
0	0	1	0
0	0	1	0
10	5	0	0
27	5	0	0
6	0	1	1
0	0	1	0
0	0	1	0
8	8	0	2
0	0	1	0
44	6	0	45
0	0	2	0
21	4	1	3
121	8	0	0
41	13	0	0
54	19	0	0
0	0	1	0
25	6	0	10
17	17	0	0
81	8	0	0
6	6	0	0
101	39	0	0
32	11	0	0
25	8	0	0
209	48	0	0
11	9	1	0
83	47	0	0
192	27	0	0
282	20	0	0
34	25	0	0
77	30	0	0
82	29	0	0
33	11	0	0
20	9	0	0
73	16	0	0
7	7	0	0
0	0	1	0
0	0	1	0
81	0	0	3
30	14	0	7
59	40	0	154
0	0	1	0
9	9	0	0
0	0	1	0
0	0	1	0
6	6	0	16
0	0	1	2
6	6	0	0
15	15	0	0
51	40	0	43
42	13	0	8
0	0	1	0
0	0	1	0
27	1	0	8
35	35	0	65
23	10	0	8
0	0	1	0
290	92	0	33
0	0	1	0
0	0	0	0
34	12	0	0
14	2	0	0
7	7	0	0
2	2	2	0
0	0	1	0
0	0	1	1
0	0	3	0
0	0	1	0
0	0	1	0
0	0	1	0
30	5	0	0
19	15	0	0
38	7	0	0
105	16	0	3
275	215	0	7
127	49	0	8
93	9	0	0
131	36	0	3
108	33	0	4
17	12	0	0
19	9	0	0
821	80	1	9
838	367	0	39
932	730	1	39
44	5	0	0
46	5	0	0
0	0	1	0
0	0	1	0
64	20	0	4
49	12	0	1
96	15	0	1
16	16	0	11
16	6	0	1
7	7	0	8
20	17	0	45
0	0	1	0
0	0	2	3
18	6	0	0
20	11	0	0
104	26	0	0
37	5	0	0
8	8	0	0
13	13	0	0
15	4	3	0
24	9	0	8
9	9	0	5
0	0	1	0
55	8	0	0
70	44	0	29
196	15	0	3
41	28	0	8
8	4	0	2
0	0	0	0
13	6	0	0
80	10	0	15
244	23	1	22
18	5	0	7
0	0	1	4
0	0	1	0
1	1	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
10	10	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
20	16	0	4
69	52	0	8
16	16	0	8
62	22	0	10
6	6	0	6
14	7	0	5
74	6	0	1
0	0	1	0
43	9	0	4
53	19	0	10
140	14	0	10
44	12	0	3
82	72	1	28
155	56	1	6
620	81	0	49
29	5	0	1
18	18	0	14
13	13	0	5
71	14	0	3
5	5	0	0
46	3	0	1
21	5	0	1
73	43	0	0
50	6	0	0
73	7	0	0
26	15	0	0
46	17	0	3
31	11	0	4
0	0	1	0
0	0	1	0
15	4	0	0
22	12	0	0
61	48	0	0
34	16	0	0
48	16	0	0
42	11	0	0
71	68	0	0
28	15	0	0
25	21	0	0
9	3	0	0
72	59	0	0
36	36	0	1
78	4	0	0
10	10	0	0
5	5	0	0
29	5	0	0
21	15	0	0
118	4	0	0
106	100	0	1
20	4	0	0
60	6	0	0
23	23	0	0
17	4	0	0
9	9	0	0
63	3	0	0
0	0	1	1
19	14	0	0
4	4	0	0
26	5	0	0
42	6	0	3
107	52	0	106
26	15	0	16
747	419	2	227
2609	1531	1	960
218	159	0	162
48	48	0	31
61	61	0	43
16	16	1	13
22	8	0	8
18	9	0	4
0	0	2	0
18	18	0	0
15	12	0	0
0	0	1	1
0	0	1	0
6	6	0	0
40	6	0	1
29	22	0	1
21	6	0	0
23	20	0	0
76	6	0	0
41	10	0	1
14	9	0	17
0	0	1	0
14	5	0	39
54	28	0	1
132	16	0	0
187	29	0	6
83	17	0	0
697	482	0	100
36	16	0	0
0	0	1	0
37	0	6	94
0	0	2	2
0	0	1	0
25	12	0	2
70	20	0	5
29	25	0	5
169	153	0	14
17	14	0	1
20	12	0	4
34	3	0	0
0	0	1	0
90	54	0	3
7	7	0	1
28	7	0	6
0	0	1	0
0	0	1	2
39	4	0	1
0	0	1	0
20	3	0	10
0	0	1	0
32	5	0	8
0	0	2	0
5081	3316	11	5104
21	6	0	0
44	6	0	5
0	0	1	0
3	0	0	131
0	0	1	0
324	72	0	19
140	9	0	13
16	4	0	1
34	6	0	2
0	0	1	0
24	5	0	1
6	6	0	1
66	8	0	3
45	37	0	28
59	42	1	30
15	4	0	0
1543	1211	1	100
0	0	2	0
29	29	0	7
589	143	0	26
309	60	0	11
75	48	0	7
13	10	0	0
10	10	0	5
94	31	0	15
30	8	0	7
632	83	0	12
15	8	0	5
0	0	1	0
17	4	0	2
313	255	1	7
0	0	1	0
0	0	1	0
0	0	1	0
143	114	1	191
3	3	2	0
1	1	0	1
25	13	0	9
84	37	1	40
13	9	0	1
0	0	1	0
20	3	0	0
8	5	0	0
9	9	0	4
23	13	0	0
1391	231	0	0
821	123	0	0
146	80	0	0
51	16	0	0
19	19	0	0
26	21	0	0
44	37	0	1
114	17	0	0
0	0	1	0
10	6	0	0
10	10	0	0
17	7	0	0
8	8	0	1
25	18	1	1
32	5	0	0
22	18	0	0
486	95	0	0
20	10	0	0
49	6	0	1
130	114	2	0
104	52	0	0
274	31	0	0
186	61	0	0
104	22	0	0
0	0	1	0
572	60	0	3
16	8	0	0
111	9	0	0
34	11	0	0
19	17	0	0
46	17	0	0
20	5	0	0
24	12	0	0
68	13	0	0
26	21	0	0
9	7	0	0
15	13	0	0
16	2	0	0
138	126	2	193
25	25	0	2
213	121	0	128
0	0	1	0
35	25	0	28
82	17	0	1
81	19	0	0
404	212	0	77
70	14	0	22
3495	871	4	843
28	7	0	13
59	26	0	12
18	5	0	3
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
37	0	0	8
57	31	40	19
49	28	0	10
313	238	0	286
8	8	1	0
0	0	1	0
7	7	0	0
43	5	0	4
92	19	0	14
179	16	1	9
627	116	0	83
20	3	0	2
5	5	0	3
10	10	0	16
0	0	1	0
20	8	0	1
11	10	0	0
11	11	0	4
63	8	0	1
5	5	0	0
0	0	1	1
0	0	1	0
33	17	1	16
123	78	0	3
43	8	0	0
34	12	0	0
33	15	0	0
90	7	0	0
16	10	0	0
32	19	0	3
0	0	1	0
82	4	0	4
0	0	1	0
160	102	0	83
287	248	0	343
34	25	0	0
155	18	0	0
197	29	0	1
1	1	1	2
9	9	0	10
15	10	0	11
0	0	2	0
0	0	2	1
11	7	0	2
14	14	0	0
170	124	1	7
142	119	0	0
96	11	0	1
274	14	0	0
29	6	0	2
33	5	0	0
0	0	1	0
34	20	0	3
34	5	0	0
24	6	0	3
18	6	0	0
109	17	0	0
0	0	1	0
10	7	0	2
39	9	0	0
0	0	1	0
167	21	0	6
4	4	1	0
10	10	0	3
23	13	0	2
23	15	0	1
46	39	0	0
10	6	0	5
12	12	0	0
32	8	0	0
10	10	0	0
8	4	3	2
129	6	0	6
225	50	0	20
25	17	0	0
13	7	0	0
38	7	0	2
59	59	2	3
0	0	1	1
49	46	0	1
31	31	0	0
15	7	0	2
41	26	0	0
90	52	1	4
15	11	0	6
128	37	0	1
60	54	0	0
56	18	0	0
182	23	0	4
22	16	0	2
104	18	0	2
37	9	0	5
31	0	0	0
15	1	1	0
15	10	0	12
0	0	1	0
30	18	0	0
38	12	0	34
0	0	1	0
11	11	0	48
12	12	0	40
32	29	0	21
23	17	1	6
13	13	0	18
15	4	0	1
107	9	0	1
27	10	0	0
262	68	0	8
73	26	0	6
175	147	0	72
11	11	0	2
138	46	26	264
2	2	1	0
45	14	0	32
8	5	0	1
547	493	2	248
31	13	0	17
140	55	2	24
1045	195	0	889
29	16	1	45
160	72	3	1
206	69	0	45
0	0	1	0
0	0	1	0
273	12	0	26
5	5	2	20
5	2	3	0
0	0	1	0
0	0	2	0
32	1	3	2
9	9	0	0
0	0	1	0
8	8	0	0
104	32	0	70
99	4	0	5
0	0	1	0
0	0	1	0
0	0	0	0
58	14	0	27
2	1	0	1
142	14	0	6
11	4	0	1
20	10	0	0
47	16	0	3
25	6	0	2
114	61	0	31
9	5	0	1
9	7	0	2
111	20	0	29
82	5	0	13
16	11	0	3
85	34	0	8
36	24	0	1
226	123	0	41
96	63	0	8
27	3	0	0
78	14	0	7
116	19	0	3
43	11	0	10
93	22	1	10
2	2	0	0
211	178	0	80
141	13	1	16
708	458	3	275
83	23	0	8
85	2	0	3
23	4	0	6
35	3	0	4
13	8	0	5
30	11	0	9
20	10	0	0
5	2	0	0
206	13	0	8
0	0	2	0
6	6	0	2
12	5	0	3
0	0	1	0
6	5	0	3
0	0	1	0
7	2	0	7
32	6	0	1
17	6	0	2
31	11	0	3
22	13	1	8
80	28	0	5
0	0	1	0
18	10	0	2
99	23	0	8
255	95	0	26
36	16	0	6
365	97	0	21
0	0	1	0
58	19	0	34
38	33	0	28
37	16	0	37
0	0	1	0
0	0	1	0
0	0	1	0
1	1	1	5
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	1
0	0	1	0
0	0	2	0
112	101	0	2
0	0	1	0
0	0	1	0
223	173	0	31
47	47	0	30
12	4	0	0
116	20	0	1
204	75	0	36
27	7	0	1
15	6	0	13
0	0	1	1
0	0	1	0
0	0	1	0
83	61	0	2
0	0	1	0
5	5	0	1
134	20	0	7
5	1	3	2
148	111	0	53
23	19	0	7
9	9	0	0
107	12	0	3
14	14	0	4
0	0	1	0
1	1	1	0
0	0	1	2
0	0	1	0
35	5	0	0
6	6	0	0
29	16	0	0
75	15	0	0
12	11	0	0
34	28	0	0
136	17	0	0
107	94	0	3
87	37	0	0
9	4	0	0
214	95	0	2
48	22	0	0
17	7	0	0
95	39	0	0
13	13	0	0
16	16	0	2
50	1	0	0
66	55	1	31
340	127	1	76
82	23	1	31
8	4	0	2
0	0	1	0
92	20	0	7
261	261	0	381
334	275	1	345
0	0	2	1
0	0	2	0
0	0	1	0
0	0	1	0
0	0	3	0
0	0	2	0
0	0	1	0
0	0	1	0
6	2	0	0
32	32	0	1
24	4	0	1
0	0	1	0
42	20	0	0
8	8	0	0
123	7	0	0
0	0	0	0
645	56	1	89
91	37	0	23
88	21	0	17
0	0	1	0
38	6	0	1
6	6	0	2
532	104	0	84
0	0	1	1
1566	1012	0	1188
3966	3259	12	5820
6	6	0	0
250	53	0	117
4	4	0	9
8	7	0	0
296	82	1	34
24	14	0	3
3	2	0	0
0	0	2	0
41	19	0	11
0	0	1	0
2	2	2	0
93	37	1	0
17	17	0	1
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
39	5	0	3
0	0	1	0
133	102	2	222
198	11	0	11
2	2	0	0
40	1	0	0
13	13	0	20
34	18	0	3
16	15	0	0
0	0	1	0
256	31	0	13
45	3	0	0
60	25	0	9
15	2	0	0
16	16	0	0
105	16	0	2
31	6	0	0
35	19	0	1
34	8	0	0
31	24	0	0
100	45	0	0
20	7	0	0
33	5	0	2
46	4	0	1
11	7	0	7
29	19	0	0
68	16	0	0
40	30	0	0
54	26	0	0
10	4	0	0
636	49	0	1
51	9	0	0
120	7	0	0
13	2	0	0
15	11	0	0
49	6	0	0
231	40	0	2
22	9	0	2
31	8	0	2
35	26	0	0
30	19	0	0
5	5	0	0
276	12	0	0
27	27	0	0
9	7	0	0
38	0	0	0
12	10	0	0
16	16	0	0
7	7	0	0
0	0	1	0
9	4	0	0
51	7	0	0
8	8	0	0
115	30	0	0
34	18	0	0
0	0	1	0
5	5	0	1
0	0	2	0
0	0	2	0
0	0	1	0
0	0	1	0
35	7	0	2
18	7	0	10
5	5	0	4
134	55	0	22
59	41	0	8
98	65	0	27
102	62	0	22
45	8	0	10
67	17	0	11
40	13	0	29
44	4	0	23
5	1	5	0
59	15	0	0
23	22	0	0
0	0	1	0
35	23	0	46
30	10	0	2
0	0	2	0
8	8	0	1
361	253	1	30
152	86	1	12
179	21	0	0
97	12	0	2
0	0	1	0
98	28	0	1
138	77	0	19
38	15	0	2
31	11	0	7
70	26	0	22
20	4	0	3
835	764	0	474
66	3	0	1
52	16	2	2
55	6	1	0
6	4	0	0
5421	4060	9	1836
628	575	1	361
472	238	0	79
101	12	0	1
94	76	1	36
30	9	0	5
12	12	0	1
1	1	1	0
0	0	1	0
1	1	1	4
38	7	0	0
22	10	0	0
54	15	0	1
14	9	0	0
