LIN28B_CB2_rRNA	LIN28B_CB2	PURA_abcam_trim	PURA_bethyl_trim
55	26	0	2
96	13	0	3
23	21	0	0
37	19	0	9
13	6	0	6
32	28	0	22
0	0	1	0
5	5	0	2
19	9	0	7
2073	1774	8	140
84	67	0	0
113	90	0	6
139	139	0	3
0	0	3	0
0	0	1	0
63	9	0	2
23	4	0	1
65	49	0	36
10	8	0	5
25	4	0	0
0	0	2	0
0	0	2	3
0	0	1	0
0	0	1	0
0	0	1	0
11	8	0	4
711	93	0	75
55	9	0	3
256	99	0	26
12	11	0	1
25	2	0	4
33	8	0	7
1794	1100	3	206
28	11	0	3
99	19	0	0
902	461	0	51
38	24	0	3
235	68	0	11
46	11	0	0
13	8	0	0
78	39	0	3
36	14	0	2
97	62	0	4
14	14	0	1
162	67	0	17
31	16	0	2
30	11	0	0
10	4	0	0
19	19	0	0
82	40	0	0
0	0	1	0
59	47	0	0
16	16	0	0
27	8	0	0
93	32	0	0
15	15	0	0
14	10	0	0
63	4	1	0
11	5	1	0
91	20	0	0
6	3	0	0
343	155	0	0
90	39	0	0
685	246	0	2
14	14	0	1
29	5	0	0
27	7	0	0
30	30	0	0
41	10	0	1
70	42	0	2
16	11	0	0
73	25	0	0
0	0	1	0
2	2	1	0
0	0	1	0
0	0	3	0
10	8	0	0
10	2	0	0
62	34	0	0
14	0	0	0
6	6	0	0
18	8	0	0
60	28	0	7
585	475	1	357
26	15	0	2
102	24	0	12
480	306	1	90
78	54	0	1
0	0	1	0
7	7	0	6
37	6	0	0
14	14	0	6
8	5	0	0
0	0	1	0
57	48	0	106
7	7	0	5
729	103	0	90
11	11	0	3
20	11	0	2
51	42	0	15
53	8	0	2
44	14	0	0
39	5	0	0
13	4	0	0
0	0	1	0
0	0	0	68
9	9	0	3
81	19	0	8
9	2	0	0
39	6	0	1
47	9	0	2
3	3	0	0
158	38	0	8
70	53	1	14
21	21	0	8
3	3	2	1
116	12	0	2
48	17	0	0
41	12	0	0
29	16	0	1
26	10	0	2
0	0	1	0
0	0	1	0
278	241	2	89
0	0	1	0
491	440	0	269
29	12	0	0
40	17	0	0
17	8	0	0
0	0	1	0
1138	619	2	476
20	14	0	6
0	0	2	0
0	0	0	0
11	9	0	4
2	2	0	0
0	0	1	0
13	13	0	29
4	1	2	0
11	11	1	12
11	4	0	2
20	4	0	3
126	68	0	3
24	23	0	0
0	0	1	0
0	0	1	0
32	4	0	2
35	5	0	2
14	9	0	0
14	12	0	27
3	3	1	0
12	12	0	2
694	374	1	11
74	64	0	0
24	1	0	0
418	366	0	3
87	41	0	5
23	6	0	0
40	31	0	5
2	3	0	0
0	0	1	1
13	13	0	0
17	17	0	1
41	41	0	0
97	52	0	3
25	14	0	1
37	7	0	0
226	34	0	7
8	8	0	0
24	8	1	0
10	10	0	1
14	14	0	7
72	46	0	43
39	5	0	0
86	5	0	1
21	4	0	2
31	17	1	0
10	6	0	2
9	8	0	1
51	35	0	5
79	9	0	9
50	50	0	17
291	197	0	56
37	16	0	0
0	0	1	0
17	6	0	1
438	37	0	2
37	9	0	1
25	18	0	1
0	0	1	0
9	2	0	0
25	14	0	0
11	9	0	0
45	28	0	0
61	49	0	0
22	7	0	0
215	64	0	6
41	20	0	0
6	6	0	0
34	12	0	0
33	5	0	0
58	6	0	1
54	21	1	0
38	25	0	12
112	49	0	0
90	11	0	0
42	6	0	1
21	21	0	0
12	12	0	2
27	3	0	0
46	7	0	0
75	10	0	0
24	14	0	0
147	36	0	2
43	5	0	0
74	53	0	2
55	14	0	0
164	19	0	0
136	16	0	1
6	6	0	0
0	0	1	0
22	8	0	0
7	7	0	0
88	7	0	0
37	14	0	0
65	9	0	0
31	7	0	0
22	14	0	0
17	17	0	1
381	80	0	2
396	75	0	5
91	38	0	0
149	80	0	0
1020	352	1	10
40	36	0	0
0	0	3	0
14	14	0	16
40	40	0	19
6	6	1	7
9	6	0	3
12	12	0	11
3	3	0	0
38	8	0	0
20	20	0	3
40	16	0	14
108	15	0	2
108	27	0	7
17	8	1	1
9	9	0	21
151	92	0	17
10	10	0	0
270	195	1	112
24	6	1	5
0	0	1	0
0	0	1	0
1	1	1	0
6	5	0	0
6	3	0	0
55	43	0	8
7	7	1	4
92	10	0	2
36	24	0	23
52	7	0	12
56	6	0	10
0	0	1	0
28	9	0	17
27	20	0	0
86	27	0	2
17	17	0	3
48	16	0	2
42	11	1	4
40	11	0	0
0	0	1	0
13	7	0	65
30	9	0	17
6	6	0	9
31	8	1	13
3	3	1	37
66	48	0	78
18	18	1	37
0	0	1	0
7	7	0	21
136	134	0	19
20	16	0	0
32	22	0	0
78	74	1	41
0	0	0	32
0	0	1	0
0	0	1	0
0	0	2	0
0	0	1	0
66	25	0	6
256	94	1	128
884	251	0	287
147	42	0	68
200	100	2	124
26	24	0	30
35	27	0	19
0	0	1	1
19	12	0	6
0	0	1	0
13	11	0	1
45	9	0	1
0	0	1	0
31	8	0	0
77	18	0	0
89	15	0	0
0	0	2	0
0	0	1	3
0	0	1	0
0	0	1	0
68	6	0	4
1113	880	1	290
11	11	0	3
0	0	2	0
13	13	0	2
0	0	1	0
5	5	0	4
33	3	0	2
18	9	0	2
77	17	0	0
36	6	0	0
22	12	0	0
169	37	0	4
327	120	0	7
1	1	1	0
37	7	0	2
35	18	0	6
77	33	0	9
48	24	0	13
193	134	1	44
3	3	1	0
0	0	2	0
0	0	2	1
0	0	1	0
0	0	1	41
0	0	1	0
0	0	1	0
26	7	0	7
25	7	0	8
18	9	0	0
63	49	0	11
44	10	0	0
14	8	0	0
20	15	0	4
1	1	4	0
211	103	0	54
17	9	0	0
51	37	1	4
155	102	0	32
8	7	0	0
24	24	0	0
36	13	0	5
2	2	1	0
0	0	1	0
0	0	1	0
119	118	1	104
15	15	0	11
12	4	0	2
13	4	0	7
0	0	1	0
0	0	1	0
0	0	1	0
34	5	0	0
15	14	0	0
29	29	0	12
0	0	1	0
0	0	1	0
0	0	2	1
152	69	1	101
7	7	0	9
175	74	1	10
52	18	0	4
460	356	1	36
240	150	1	58
131	22	0	30
185	75	2	58
378	210	2	99
1014	447	3	209
3088	2551	2	1737
14373	11907	16	5636
16377	10191	12	3534
49	37	1	10
1065	518	4	286
51	31	1	34
11	11	0	6
56	34	0	75
0	0	1	0
0	0	1	0
4	4	1	13
1	1	0	0
3	3	0	0
58	27	0	52
53	48	0	21
1262	241	2	179
308	66	0	30
253	134	0	148
686	594	0	299
25	4	0	4
16	4	0	3
204	27	0	53
76	12	1	7
0	0	1	0
17	7	0	5
176	166	0	70
90	21	0	8
121	87	0	62
46	32	0	10
0	0	1	0
0	0	1	1
69	39	0	12
6	0	2	0
10	10	0	2
10	0	1	0
1092	107	0	71
162	26	0	11
68	51	0	15
81	3	0	9
6	6	0	0
165	39	0	22
6	6	0	2
671	519	0	20
35	7	0	12
121	50	0	19
30	16	0	2
25	16	0	0
26	23	0	16
33	22	0	5
51	23	0	10
0	0	1	0
32	32	1	12
182	60	0	13
22	3	0	0
0	0	1	0
0	0	1	0
0	0	1	6
0	0	2	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	2	0
0	0	1	0
0	0	2	0
0	0	1	0
0	0	1	0
31	11	0	44
5	5	0	12
9	9	0	0
31	17	0	3
0	0	2	0
2	2	1	2
12	9	0	2
45	25	0	14
0	0	1	0
6	3	1	2
24	6	0	3
12	12	0	4
23	13	0	0
25	24	0	0
32	32	0	1
0	0	1	0
0	0	1	0
37	37	0	0
50	39	0	1
28	8	0	0
14	12	0	3
1	1	1	0
0	0	1	0
9	9	1	0
0	0	1	0
0	0	1	0
0	0	1	0
44	25	0	59
27	6	0	6
37	3	0	0
1	1	0	112
86	33	0	109
176	22	1	53
705	393	1	725
47	33	0	33
0	0	2	1
2	2	0	69
9	9	0	10
148	79	0	80
11	8	0	2
19	9	0	0
17	7	0	0
21	9	0	3
0	0	1	0
7	6	0	0
172	17	0	3
0	0	2	0
155	20	0	26
35	13	0	4
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
8	8	0	5
23	23	0	18
0	0	1	0
90	50	0	15
6	6	0	0
0	0	2	0
5	5	0	2
38	10	0	12
64	50	1	46
110	71	0	12
161	109	0	71
88	35	1	4
191	53	1	1
25	19	0	14
0	0	1	0
10	8	0	1
12	7	0	0
59	23	0	1
19	10	0	6
0	0	0	0
24	24	1	0
31	18	1	0
168	44	0	1
104	49	0	0
31	7	0	0
171	102	0	0
18	16	0	0
82	46	0	0
131	25	1	0
57	18	0	0
54	18	0	0
19	11	0	0
10	4	1	0
46	46	0	0
12	5	0	0
9	6	0	0
108	57	2	0
7	7	0	0
38	32	0	0
6	6	0	0
79	19	0	31
3	3	0	1
17	8	0	0
11	6	0	0
23	6	0	0
30	14	0	7
3	3	1	1
0	0	1	0
87	9	0	0
66	31	0	10
556	86	0	30
21	16	0	9
107	1	0	8
196	72	0	17
43	25	0	10
1554	151	0	78
14	4	0	5
3	3	0	1
68	3	0	0
76	32	0	29
94	14	0	8
0	0	1	1
0	0	1	0
5	4	1	6
96	12	0	1
199	3	2	5
6	6	0	0
353	152	1	189
73	27	0	25
18	6	0	3
0	0	1	0
178	52	0	28
24	9	0	0
50	10	0	2
30	11	0	6
46	44	0	14
29	15	0	6
22	12	0	3
51	18	0	2
94	66	0	42
58	34	0	37
16	7	0	2
118	46	0	32
6	6	0	0
67	28	0	28
106	8	0	4
45	22	0	9
26	24	0	6
0	0	1	0
83	38	0	6
24	11	1	7
12	12	0	1
0	0	1	0
123	64	1	145
0	0	1	1
0	0	1	0
22	5	0	1
8	8	0	2
9	9	0	6
39	8	0	11
11	4	0	2
17	8	0	5
35	13	1	8
93	11	0	4
5	5	0	0
7	7	0	13
14	6	0	0
1	1	0	0
7	6	0	0
11	4	0	0
237	56	0	9
6	6	3	2
195	52	0	0
405	341	0	16
6	6	0	0
76	4	0	0
10	10	0	1
22	13	0	0
2475	178	0	0
347	249	1	2
34	3	0	0
16	11	0	0
1025	357	0	1
172	82	0	0
36	6	0	0
16	5	0	0
0	0	1	0
24	4	0	0
28	11	1	2
35	11	0	1
9	9	0	0
31	5	1	3
68	8	0	0
53	47	0	0
443	256	2	0
598	284	0	0
283	48	0	4
87	57	0	4
10	7	0	6
81	23	0	0
10	10	0	0
27	27	0	3
140	12	0	0
70	22	0	14
15	13	0	0
0	0	1	0
25	21	0	28
0	0	1	0
13	6	0	2
8	8	0	4
34	4	0	3
167	152	0	9
74	6	0	0
0	0	1	0
0	0	1	0
18	8	0	7
16	10	0	9
11	9	0	0
122	11	0	0
85	37	0	0
173	8	0	0
17	5	0	0
24	18	0	2
171	71	1	0
93	70	0	0
838	44	0	0
132	112	0	0
39	4	0	0
162	15	0	1
7	7	0	0
35	7	0	0
137	55	1	0
186	138	0	0
50	50	0	0
49	12	0	0
21	12	0	2
59	6	0	2
13	13	0	0
76	17	0	0
80	36	0	8
115	41	0	3
442	111	0	6
36	19	0	0
25	12	0	1
18	18	0	9
34	18	0	9
5	5	0	2
62	23	0	31
5	5	0	0
0	0	1	0
1	1	1	4
22	3	0	0
113	2	0	13
4	3	0	0
78	5	0	0
114	86	0	44
7	7	0	5
456	50	0	86
261	141	0	92
21	19	0	5
158	86	0	37
69	23	0	12
4	3	0	0
99	15	0	0
0	0	1	0
12	12	0	8
0	0	1	0
30	30	0	3
0	0	2	0
30	14	0	8
0	0	1	0
74	35	0	8
124	9	0	4
47	17	0	1
23	23	0	10
43	11	0	4
26	26	0	13
44	21	0	5
0	0	3	0
0	0	1	0
10	6	0	3
51	14	0	0
30	14	0	0
111	12	0	0
12	12	0	2
78	41	0	1
61	5	0	0
0	0	1	0
15	15	0	4
22	11	0	3
14	12	0	2
0	0	1	0
146	93	0	130
22	10	0	0
17	4	0	0
113	52	0	7
345	144	0	18
14	9	0	0
273	153	0	131
637	438	1	321
3	3	0	0
20	8	0	4
7	7	0	0
41	37	0	18
1231	83	0	50
316	256	3	258
390	161	1	47
990	735	1	404
740	320	5	515
19	6	0	11
1567	311	0	148
45	9	0	4
295	38	0	19
96	3	2	10
23	23	0	48
21	11	0	19
62	62	0	55
1	1	1	3
170	149	0	191
261	149	0	112
25	10	0	9
272	154	1	74
363	244	0	74
19	3	0	0
69	29	2	5
13	6	0	12
14	7	0	8
41	23	1	7
2	2	1	2
4	4	0	0
14	5	0	0
14	5	0	0
13	13	1	23
2	2	0	1
21	9	0	0
6	6	0	4
75	6	8	13
1	1	1	1
50	5	0	0
52	2	0	0
9	9	0	0
27	7	0	1
7	7	1	0
6	6	0	5
16	16	0	4
0	0	1	0
16	6	0	0
21	9	0	5
11	11	0	18
9	9	0	10
6	6	0	1
645	62	0	143
19	18	0	4
3	3	0	1
24	1	1	10
80	56	0	15
85	26	1	6
7888	5379	10	1772
2087	628	1	339
47	14	1	9
397	238	1	203
186	108	0	106
5	5	0	3
43	32	0	19
55	41	0	30
12	12	0	10
5	5	0	7
701	235	0	140
32	20	2	16
672	399	3	299
42	32	0	27
60	52	0	58
62	9	0	7
315	170	3	149
216	68	0	81
218	204	0	177
27	23	0	25
0	0	0	197
0	0	1	0
0	0	2	0
4	4	0	6
17	15	0	10
32	11	0	0
10	10	0	15
38	38	0	40
29	4	0	0
0	0	1	0
0	0	2	1
0	0	1	8
0	0	2	0
0	0	1	0
12	6	0	0
10	5	0	0
0	0	2	0
12	12	0	4
0	0	1	0
0	0	1	0
12	12	0	2
54	33	0	0
74	68	0	2
44	26	0	0
118	17	0	2
29	6	0	0
0	0	1	0
101	4	0	0
43	19	0	0
25	9	0	2
87	10	0	2
25	25	0	2
9	0	0	0
15	9	0	4
11	8	0	3
61	19	0	6
33	27	0	7
13	10	0	4
23	18	0	10
47	29	0	7
0	0	1	0
30	10	0	0
84	21	0	3
8	8	0	0
94	82	0	57
985	200	1	108
224	55	0	6
9	9	0	2
58	18	0	6
0	0	1	10
0	0	1	4
0	0	1	0
0	0	1	1
0	0	1	0
209	20	0	22
35	7	0	2
56	16	0	19
0	0	1	0
4	4	1	4
0	0	1	0
0	0	2	0
2308	1499	3	866
63	2	0	1
1174	365	4	192
25	20	0	9
1363	433	0	259
282	50	0	25
35	11	1	10
1149	940	1	424
239	67	0	27
1341	985	9	626
11	11	1	8
121	46	0	19
147	34	0	28
18	10	0	7
581	29	0	9
33	20	0	11
64	9	0	7
330	15	0	4
136	48	0	20
24	4	0	4
90	5	0	13
26	11	0	0
44	25	0	4
20	20	0	1
131	92	1	38
59	12	0	16
175	115	0	46
3758	988	0	315
45	5	0	8
11	5	11	4
0	0	1	0
331	186	1	103
53	4	0	2
0	0	1	0
0	0	1	0
2	2	1	1
18	2	0	7
1	1	1	0
0	0	1	1
0	0	1	0
17	17	0	8
93	29	0	37
5	5	0	0
12	4	0	5
263	29	0	41
30	12	0	23
0	0	1	0
5	5	0	9
0	0	2	1
0	0	1	0
9	9	0	0
10	7	0	0
21	18	0	4
65	6	0	1
25	6	0	0
93	11	0	1
0	0	1	0
38	1	0	0
31	10	0	0
0	0	1	0
0	0	1	33
1	0	1	1
0	0	1	0
222	194	0	9
5	5	0	0
8	4	0	1
0	0	1	0
6	6	0	1
0	0	1	0
33	14	0	0
6	6	0	0
19	5	0	0
28	7	0	1
41	37	0	8
53	41	0	2
65	65	0	1
41	20	0	4
17	5	0	0
7	7	0	0
26	18	0	0
0	0	1	0
158	5	0	1
9	9	0	0
0	0	2	0
10	10	0	2
83	17	0	13
13	3	0	0
0	0	2	0
270	152	0	31
99	13	0	2
121	16	0	16
89	65	1	58
9	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
264	149	4	390
118	29	3	21
433	7	3	20
0	0	1	0
10	1	1	0
10	10	0	0
0	0	1	0
0	0	1	0
0	0	1	0
10	10	0	0
0	0	1	0
24	6	0	6
5	5	1	3
41	5	0	0
51	17	0	1
18	7	0	0
10	4	0	0
1	1	3	0
0	0	1	0
14	1	0	0
0	0	1	0
0	0	1	0
0	0	1	0
108	38	0	36
0	0	3	0
0	0	1	0
39	13	0	6
11	11	0	62
8	8	0	0
0	0	2	0
50	4	0	2
29	2	0	15
40	5	0	3
669	107	2	53
10	9	0	0
8	6	0	0
21	16	0	13
19	6	0	4
6	6	0	0
21	9	0	0
51	26	0	0
17	7	0	0
45	7	0	0
152	31	0	14
92	25	1	23
18	10	0	3
31	31	0	3
6	4	0	0
9	5	0	9
68	24	0	12
26	4	0	1
0	0	1	0
0	0	1	0
14	2	0	2
26	9	0	1
6	6	0	2
6	6	0	2
19	8	0	4
5	5	0	0
0	0	1	0
17	4	0	0
10	10	0	0
35	5	0	0
184	156	0	41
14	14	0	0
0	0	1	0
1009	582	1	262
47	14	0	2
0	0	1	0
50	50	2	33
125	52	0	29
34	8	0	2
79	26	0	16
68	15	0	3
0	0	1	1
0	0	1	0
0	0	1	0
12	12	0	13
30	30	0	21
28	5	0	1
59	9	0	3
15	6	0	0
1	1	1	0
9	6	0	0
6	6	0	0
21	2	0	0
9	9	1	0
11	2	0	0
0	0	1	0
9	9	0	3
16	6	0	21
21	16	0	12
39	9	0	0
35	6	1	2
47	10	0	7
14	14	0	0
4	4	0	0
33	3	0	4
15	4	0	0
45	16	0	6
35	11	0	2
177	160	0	157
51	24	0	15
8	6	0	0
24	6	0	0
3	3	2	0
35	11	0	1
11	10	0	2
73	22	0	1
26	16	0	7
14	13	0	22
22	2	0	0
29	6	0	0
9	8	0	2
33	1	0	4
0	0	1	0
0	0	1	0
18	3	0	0
59	2	0	5
8	6	0	8
57	7	0	0
29	10	0	3
7	7	0	5
5	5	0	1
58	28	4	5
41	12	0	0
19	17	0	2
344	75	1	33
7	4	0	1
12	12	1	0
6	6	0	1
53	30	0	1
54	48	0	2
17	14	0	0
30	20	0	10
238	58	0	9
2	2	1	1
6	6	0	0
35	17	0	0
75	63	0	2
19	19	0	8
24	24	0	6
29	10	0	21
0	0	1	0
203	82	0	67
17	2	0	10
498	153	1	78
17	1	0	1
37	21	4	0
50	28	0	7
120	111	0	26
15	8	0	0
0	0	1	0
340	41	0	13
0	0	8	0
125	74	0	29
38	9	0	1
0	0	1	0
0	0	0	0
0	0	1	0
0	0	1	1
20	4	0	6
13	4	0	2
0	0	1	0
0	0	1	1
0	0	1	0
870	831	3	630
33	31	0	4
370	49	0	1
1459	1194	3	646
8	8	0	7
1	1	1	0
18	1	0	1
0	0	1	0
1	1	1	0
7	7	0	3
87	38	0	6
49	25	0	0
1	1	1	0
12	5	0	0
11	11	0	0
7	7	0	0
64	31	1	0
6	6	0	0
41	9	0	0
44	20	0	0
8	8	0	0
23	7	0	0
13	1	0	0
16	9	0	0
12	12	0	0
57	1	1	2
4	4	0	0
8	8	0	2
61	20	0	2
16	11	0	0
17	12	0	0
16	7	0	0
57	26	0	28
283	240	3	172
221	214	1	38
99	63	0	37
0	0	1	0
0	0	1	0
29	7	0	4
0	0	1	0
0	0	1	0
0	0	1	0
198	57	0	1
50	5	0	0
18	18	0	0
6	6	0	1
53	16	0	0
15	15	1	0
12	4	0	1
41	18	0	4
175	129	0	14
92	52	0	4
0	0	1	0
1	1	0	0
262	56	0	44
330	192	0	139
74	26	0	8
114	96	0	118
30	7	0	0
12	12	0	9
6	6	1	2
26	7	0	2
0	0	0	0
0	0	1	0
0	0	1	0
0	0	1	0
159	146	0	29
12	7	0	0
0	0	1	0
0	0	2	0
0	0	1	0
0	0	1	0
0	0	1	0
14	6	0	6
0	0	3	0
0	0	1	0
2	2	1	1
236	175	3	479
23	8	0	2
0	0	1	0
0	0	1	0
0	0	2	0
1	1	3	0
56	6	0	18
52	20	0	20
35	18	0	7
925	254	0	72
21	21	0	13
10	10	0	42
44	37	0	12
331	223	0	58
9	9	0	0
14	14	0	3
65	21	0	5
0	0	1	0
45	27	0	6
16	11	0	1
6	6	0	2
31	18	0	10
53	11	0	3
29	5	0	1
12	7	0	5
0	0	1	0
8	8	0	13
22	7	0	0
32	7	0	7
25	18	0	1
88	46	0	4
32	4	0	0
31	10	0	0
7	7	0	0
79	12	0	1
14	5	0	0
34	12	0	0
90	52	0	9
77	7	0	4
6	6	0	0
59	52	0	1
0	0	1	0
80	30	0	10
11	11	0	7
6	6	0	0
13	7	0	4
15	14	0	6
48	25	0	3
174	93	0	11
103	19	0	5
93	39	0	1
11	11	0	0
5	5	0	6
16	12	0	4
37	13	0	0
0	0	1	1
24	8	0	0
31	5	0	0
43	11	1	0
7	7	1	0
25	13	0	7
1	1	1	0
0	0	1	1
0	0	1	0
69	29	0	11
6	4	0	0
20	10	0	1
4	4	0	0
0	0	1	0
49	7	0	1
4	4	0	0
12	7	0	0
5	5	0	2
7	0	1	4
27	16	1	1
2	2	2	0
34	7	0	0
18	15	0	2
42	13	0	2
74	25	0	14
0	0	1	0
0	0	2	0
0	0	1	5
0	0	1	0
0	0	1	0
76	7	6	28
11	4	3	151
25	7	4	12
7	7	4	21
0	0	2	0
24	5	0	5
12	2	0	1
8	8	0	6
160	103	0	76
78	32	0	1
0	0	5	1
0	0	1	0
139	48	0	24
254	218	0	238
168	118	0	114
847	319	3	291
15	10	0	1
37	19	0	11
40	22	0	7
22	11	0	4
28	11	0	4
45	16	0	1
93	19	0	7
24	18	0	3
15	4	1	1
40	16	0	7
65	0	0	0
0	0	1	0
14	12	0	0
19	2	3	8
116	109	0	153
10	8	0	5
108	78	0	76
209	48	0	16
43	9	1	0
31	7	0	0
30	3	0	0
24	10	0	1
31	19	0	11
13	4	1	9
19	12	0	8
58	25	0	20
40	7	0	3
0	0	1	0
22	0	1	0
8	8	0	0
4	4	2	0
36	5	0	1
15	9	0	0
3	3	0	0
13	6	0	1
41	7	0	3
69	26	0	6
1	1	1	0
6	6	0	20
0	0	1	0
13	10	0	0
2	2	0	52
7	0	1	3
30	9	0	0
72	21	0	4
5	5	0	0
27	27	0	0
90	47	0	4
10	5	0	2
7	7	0	3
8	6	1	0
88	13	0	1
0	0	1	0
19	7	1	0
28	2	0	4
19	3	0	1
4283	433	2	96
28	13	0	3
6	6	0	0
15	5	0	0
24	8	0	0
6	2	1	0
38	8	0	0
7	7	0	0
0	0	1	0
14	5	0	0
7	4	0	0
29	4	0	0
0	0	1	0
19	6	0	1
1	1	0	1
8	8	0	7
22	11	0	42
154	142	0	94
111	48	0	80
61	49	0	44
1	1	1	0
6	6	1	3
7	7	0	3
6	6	0	0
18	6	0	5
124	103	2	78
8	8	1	0
23	1	1	4
30	11	0	2
9	0	0	0
12	4	0	0
30	27	0	8
17	7	0	4
61	18	0	6
39	9	0	0
74	45	0	9
64	18	0	16
8	8	0	2
46	1	0	4
802	224	1	8
81	56	0	13
118	8	0	0
0	0	1	0
37	26	0	0
19	19	0	0
94	52	0	0
1	1	1	0
77	57	0	23
109	95	0	16
14	8	0	13
108	14	0	0
0	0	1	0
351	7	0	10
2	2	0	0
0	0	1	0
812	165	0	131
31	8	0	3
18	12	0	0
16	16	0	5
32	1	1	0
9	4	0	0
5	5	0	0
31	9	0	4
105	73	0	0
260	110	0	3
48	0	0	1
0	0	2	0
46	17	0	1
26	4	0	0
43	15	0	2
9	3	0	0
7	7	0	0
28	9	0	0
7	7	0	0
23	11	3	0
0	0	1	0
93	11	0	2
847	37	0	1
52	15	0	0
7	7	0	2
19	2	0	0
8	8	0	0
1	1	1	0
0	0	1	0
0	0	1	0
0	0	2	0
64	56	0	8
14	14	0	3
8	6	0	0
76	25	0	2
1032	160	0	27
1387	439	2	167
412	41	0	5
0	0	1	0
104	85	0	33
59	46	0	17
0	0	1	0
107	46	0	5
3	0	0	0
34	12	0	0
1184	815	0	90
1419	377	2	30
143	29	0	0
126	14	0	0
47	36	0	2
239	40	0	5
12	8	0	1
213	102	0	12
1399	597	0	55
111	41	0	1
50	22	0	2
73	22	0	0
11	7	0	3
52	30	0	4
0	0	1	0
41	18	0	3
136	67	0	12
59	21	0	3
9	5	0	7
57	4	0	0
25	25	0	3
14	9	0	1
9	2	0	0
35	12	0	3
224	63	1	11
65	25	0	1
55	38	0	3
785	359	1	134
50	20	3	2
56	22	0	0
167	90	0	4
15	15	0	0
0	0	1	0
0	0	1	11
0	0	1	0
58	8	0	13
6	6	0	2
26	3	0	1
0	0	1	0
15	15	0	13
1298	1064	1	236
18	16	0	2
83	32	0	23
908	167	1	53
6	6	0	0
54	2	0	0
151	74	0	40
27	13	0	1
15	15	0	3
16	16	0	12
66	7	1	6
93	44	0	5
32	7	0	4
61	5	0	1
15	15	0	4
42	6	0	0
874	233	1	32
159	28	0	16
67	4	0	2
166	27	0	9
128	15	0	2
40	7	0	0
112	18	0	0
41	7	0	2
9	9	0	4
1	1	1	0
13	5	0	0
62	4	0	3
57	22	0	9
472	103	0	96
5	5	2	6
73	6	0	0
96	63	0	25
44	19	0	18
12	12	0	0
0	0	1	0
8	8	0	0
131	33	1	2
16	7	0	0
25	13	0	0
1	1	1	0
71	15	0	6
26	2	0	1
15	8	0	1
13	5	0	1
86	31	2	2
6	6	0	0
21	3	0	0
14	14	0	3
263	122	0	45
20	7	0	1
6	6	0	1
20	2	3	3
45	7	0	0
13	8	0	0
10	10	0	29
26	5	0	4
66	38	0	37
8	8	0	31
9	7	0	63
0	0	1	15
0	0	1	0
0	0	2	0
68	0	0	0
70	24	0	6
29	29	0	0
38	16	0	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
1	1	1	1
6	1	5	10
23	15	0	7
30	12	1	0
64	36	0	8
4	4	1	7
22	3	0	1
7	7	0	5
14	8	0	15
0	0	1	0
29	1	1	4
58	40	0	1
366	220	0	22
48	41	0	2
1653	16	0	0
329	226	1	43
0	0	1	0
79	41	0	1
364	208	2	13
565	182	0	21
227	152	0	7
8	7	0	0
126	56	0	0
18	13	0	1
23	7	0	0
170	66	0	12
33	14	0	2
8	8	0	1
11	11	0	0
89	12	0	0
197	99	3	1
1045	910	3	71
1669	630	0	23
982	641	1	14
1409	266	1	13
174	35	0	5
0	0	1	0
708	93	0	1
19	14	0	0
38	9	0	0
416	305	0	3
322	50	0	0
29	9	0	0
59	13	0	0
74	13	0	0
14	5	0	0
9	9	1	0
16	16	0	0
89	44	1	4
20	20	0	3
12	12	0	1
0	0	2	0
0	0	1	0
69	62	0	70
113	113	1	163
66	22	0	18
72	19	0	9
25	13	0	5
34	5	0	4
52	0	0	0
15	6	0	9
193	181	0	62
96	21	0	7
8	8	0	7
50	8	0	1
46	10	0	5
4	4	0	0
10	9	0	11
48	17	0	0
16	16	0	0
10	10	0	0
39	39	0	1
39	11	0	4
0	0	1	0
0	0	2	0
20	20	0	21
651	329	0	95
27	19	1	88
0	0	1	0
162	81	0	38
0	0	1	4
0	0	1	0
1	1	2	0
0	0	1	0
45	2	0	6
0	0	1	0
64	9	0	1
13	13	0	1
16	9	0	1
1	1	2	0
0	0	1	0
20	20	0	0
4	4	0	0
4	4	2	5
0	0	2	1
4	4	1	6
10	5	1	7
66	28	0	28
0	0	0	0
66	24	0	0
65	29	0	0
139	57	0	9
53	6	0	0
22	16	0	15
10	10	0	1
1	1	0	0
24	9	0	0
26	6	0	1
23	11	0	3
0	0	2	0
13	13	0	3
0	0	1	0
15	2	1	3
84	19	1	51
19	2	0	10
0	0	2	0
40	20	0	1
2	2	0	1
246	67	0	58
17	14	0	12
5	5	0	1
20	20	0	17
0	0	1	0
0	0	1	0
5	5	0	0
19	19	0	8
12	6	0	3
1	1	1	1
9	9	0	0
23	14	0	0
23	7	0	3
171	57	0	7
25	6	0	0
47	7	0	0
7	7	0	1
374	38	0	19
20	7	0	4
138	20	0	3
67	30	0	3
21	11	0	4
55	21	0	4
5	4	0	4
61	17	0	0
67	10	0	0
40	12	1	0
22	13	0	5
42	7	0	3
30	8	0	0
24	13	0	1
42	5	0	5
